,TvP,FvP,profile,DMc
0,"[17.633077411913252, 18.679693681245016, 13.825609448560137, 14.489912453337064, 19.05646662727828, 13.023354929149187, 15.330003243589358, 17.655452971309316, 15.06429117148686, 18.616101407915668, 18.075108768895085, 15.72481924553532, 16.138396804714382, 15.255109533348026, 13.584427117703346, 21.04140351734161, 12.601595299257673, 10.617217426828407, 12.508036343969113, 16.2570849112065, 15.69965794252432, 14.814394125347611, 14.972681332834846, 15.467710932492313, 13.586338441011758, 14.621926249297958, 15.788597738700506, 13.872583310868503, 16.681074779302293, 11.671120055052969, 15.797993770824371, 20.646931506836115, 15.124539977898484, 13.054301779398372, 18.423294476066886, 12.73242779318936, 19.582581421209735, 13.12408421461846, 12.330616079780183, 14.718889639801287]","[6.873450817954912, 8.648223455744024, 3.9469327152114526, 3.3831732269076054, 3.172699249062436, 3.601516823802002, 4.24020103385989, 6.7049629324615285, 4.093584824588101, 3.664788156925293, 3.1422825132588375, 2.8414172676725693, 4.683215182404212, 6.2445575447894655, 4.321492637371334, 5.242373293690869, 5.0113575130399495, 5.549515462611258, 4.277756699897191, 4.167014492260291, 5.063049005952353, 5.575497935132828, 5.179479794162583, 5.4482060670769465, 5.524025757981369, 13.09248646112819, 17.482136697437294, 9.360575201280119, 7.3829353976775485, 9.208300912235837, 14.980644561732914, 13.90266354557363, 12.712875392935002, 7.769928807828307, 9.511454586216379, 7.900736675772228, 9.860192406751372, 8.104444597998562, 6.973617828848881, 6.755636568153408, 7.351602958342829, 6.813362931757937, 6.436671958449662, 6.848745184206974, 9.532081084106927, 5.329452118910957, 9.603365839655753, 7.999687834276026, 10.92025087283594, 7.107717811575788, 5.828589617668599, 7.397957925605348, 5.080946784841514, 4.325918976387199, 5.170554349408277, 5.849899190027615, 9.133964794483331, 5.763858720634896, 4.912872287436219, 5.828257460365488, 3.3693933665007667, 5.223332735301538, 5.807820869971952, 5.398964827414999, 4.532157386811032, 5.282994313583826, 5.517404466992008, 5.830096806793036, 5.915223006353213, 5.273437267021616, 6.502776556863475, 5.271533518254398, 6.219400660153979, 6.90801895176468, 6.924085297253569, 6.672688572361152, 7.36953448579834, 4.784321636004441, 6.529282660469685, 5.722617892545305, 5.128124015271218, 6.478147107476484, 6.288612475397486, 5.751804100386831, 7.634516037125519, 6.404573404672943, 7.559844642376274, 5.778537407288678, 7.406637387298287, 5.904643643781604, 16.193302531210655, 6.546596244847754, 6.691438408445893, 9.007385815248028, 5.270856882955817, 5.154477332714408, 4.953441393056723, 6.437312256673712, 6.07177242573596, 7.674262154100886, 8.644812014245534, 5.7571974154364405, 7.600085899206992, 7.1308527212508785, 3.982007494117152, 4.569150577505276, 4.707513323260129, 7.505775679689983, 4.437827467678136, 6.851841940431482, 4.4325126883913315, 2.737992049225692, 3.9414462660978065, 5.529811585146855, 5.957748923937669, 4.377651348919132, 5.50031011089326, 5.966605105741391, 4.524265281688663, 5.0171523072333315, 3.9995050185933243, 5.428932627677829, 4.213280371486984, 3.8973954684947723, 3.5283800867587325, 1.6798585059008497, 1.4155723630444672, 1.3191198473714265]","[0.9990789436985553, 0.9991213252916821, 0.9992780406739842, 0.9994393870670975, 0.9994962685119736, 0.9996752861823042, 1.0, 0.9999620044149665, 0.9998217526533124, 0.9996769147271373, 0.999608080283997, 0.9995113762283285, 0.9995512445558018, 0.9994371078918702, 0.9993874093303334, 0.9994060672461196, 0.9992915027583819, 0.9991998944534246, 0.9993043067350061, 0.9992159524857753, 0.9992142409898335, 0.9991654218160019, 0.9990799392293519, 0.9990509410163345, 0.9991235279001033, 0.9991523590009008, 0.9992347599633638, 0.9992821802288292, 0.9994571048322909, 0.999600772999893, 0.9996039047615268, 0.9999362079375755, 0.9999016970554875, 0.9997470195737045, 0.9997661165199712, 0.9996630034978721, 0.999582477252342, 0.9994538832887468, 0.9994850855600868, 0.9993702451605189, 0.9992036081427145, 0.9992437323699737, 0.9991770949062868, 0.9992405472677618, 0.9992047944618284, 0.9991121675244083, 0.9992029741558549, 0.9991310666182296, 0.999129435609508, 0.9991201360486508]","[22.763425827026367, 22.06784439086914, 22.235328674316406, 22.1599178314209, 23.09086799621582, 22.55531883239746, 22.419736862182617, 21.795490264892578, 20.7514591217041, 20.205991744995117, 19.490169525146484, 19.425695419311523, 18.820873260498047, 18.1522216796875, 17.455568313598633, 15.716925621032715, 15.825174331665039, 15.111333847045898, 14.485563278198242, 13.899312973022461, 13.50462818145752, 13.265935897827148, 12.812467575073242, 12.159995079040527, 12.05313777923584, 11.82866096496582, 11.822416305541992, 12.057373046875, 10.873709678649902, 10.534387588500977, 10.582408905029297, 10.569543838500977, 10.14443302154541, 10.314361572265625, 10.153059005737305, 10.657402038574219, 10.68871021270752, 10.069494247436523, 10.219267845153809, 10.613580703735352, 10.185307502746582, 9.66346549987793, 9.388047218322754, 9.780635833740234, 9.272380828857422, 8.763922691345215, 8.43815803527832, 7.883871078491211, 7.714297294616699, 6.994754791259766, 6.931800365447998, 6.597221851348877, 6.461838245391846, 6.273473739624023, 5.520700931549072, 5.75845193862915, 5.354265213012695, 5.10330867767334, 4.892621994018555, 4.402504920959473, 4.733895301818848, 4.224494934082031, 3.987032890319824, 3.792362928390503, 3.8595733642578125, 3.826836109161377, 3.7882585525512695, 3.8614189624786377, 4.0069990158081055, 4.177999496459961, 4.219692707061768, 4.503715515136719, 4.762189865112305, 5.0110182762146, 4.490589618682861, 4.374889373779297, 4.823812961578369, 4.707147598266602, 4.579921245574951, 4.979869842529297, 4.775134563446045, 4.30753231048584, 4.094422340393066, 3.968257188796997, 3.726616144180298, 3.746462821960449, 3.769564151763916, 3.738126039505005, 3.0779366493225098, 3.084652900695801, 3.0923988819122314, 3.494952917098999, 2.798677444458008, 3.058155059814453, 3.0561106204986572, 2.9821157455444336, 2.3454108238220215, 2.6606593132019043, 2.652513027191162, 2.8979921340942383, 3.1912219524383545]"
1,"[27.29560385370983, 31.69009334751572, 28.359538970842134, 23.42679668049879, 44.31974163226587, 31.806230597883896, 35.69455790721152, 32.106206738922765, 26.26400012441409, 36.5643000486016, 34.00300096818596, 44.90206513820813, 36.37757697484723, 31.82711682485581, 23.33854799853704, 28.62395603871027, 27.868536945243275, 46.94648593056285, 22.956305934925236, 31.08917412272764, 27.354793270660952, 32.99760395126602, 32.082034049521916, 40.15094361936741, 33.51112174775697, 22.82439379114579, 23.664658917203326, 31.10922804619042, 23.142609382285727, 27.448450240950542]","[11.70479489374342, 12.2229279197743, 10.796523008881785, 9.549629770156725, 8.618678600624715, 8.046897792329261, 8.995100674177113, 8.76536637362612, 9.032711311558058, 13.144129366040469, 11.331103844247204, 10.991055954583059, 13.534126741141177, 15.652507653352368, 11.958135600908912, 13.973979839928987, 11.638234462667308, 13.232148675538237, 14.006052788053346, 12.336185872068194, 8.594042139675393, 12.406633791709714, 13.864478118691984, 10.948123963608616, 17.664955600019912, 21.165313606452816, 20.78939588594666, 18.376513325270796, 13.99976332204914, 13.81001406287122, 19.63894646525983, 15.631666517420756, 20.044181100600795, 17.3456444528529, 15.276493900304724, 15.264333213295453, 16.30888693231613, 15.964004863650043, 15.20101886194782, 17.510825716422225, 20.068556200423952, 17.920306198298114, 19.705469090486236, 17.463694104741474, 14.25044631981662, 15.438791718406026, 16.803269309766907, 24.16061169563514, 72.99615622873162, 21.14249451403727, 21.014867075245952, 22.490691723502284, 12.128771933972342, 12.760244914357314, 16.02210429528488, 14.788646480632698, 18.184116972434214, 16.961261556715186, 12.921896902280386, 14.127883155593073, 17.71691780107868, 30.019090428681963, 35.01810868780592, 15.679090480779852, 11.407382821647728, 13.705459195532637, 13.103809423435996, 12.041577217221938, 15.52341531900495, 17.673875673869844, 16.29552113825953, 12.977220150647891, 15.264680558763857, 20.49737375779986, 13.422829100291565, 15.792839024027785, 13.826262298573285, 14.176968119056578, 15.034258759746267, 14.213309002417873, 17.084603748131528, 17.703955368013446, 20.801975102984287, 16.27606377246416, 14.079515980374143, 14.982418547712433, 18.94675564882096, 17.781525241956437, 15.919022134735325, 19.042453287834256, 24.401000487806623, 19.22509795823578, 21.433420154207077, 20.217156748870863, 18.958032138191452, 13.353534713704896, 20.82841591274749, 14.579943237138883, 18.9787076842594, 26.68605591931325, 28.940594840227956, 25.06441513063373, 14.424418537586314, 30.38094500743489, 14.16949748730988, 15.152514185574782, 16.00610558174959, 21.93513131696079, 13.636594551832339, 12.513439104022062, 8.192181228632593, 7.433956773040446, 11.613921546512403, 12.105668193306634, 12.733331329870389, 18.661721735117776, 14.558117162394096, 11.260344788918607, 19.39167370997405, 9.782652357874523, 11.116162049429784, 10.473005365304001, 10.106231468294594, 9.032833440329346, 8.665431858720874, 5.531585097196782, 4.353800391015697, 2.741872185996579]","[0.9998578692667905, 0.9998804542581544, 0.9998935175304777, 0.9998923799864665, 0.9999066423449453, 0.999846259226981, 0.9997820018602522, 0.9997399233490395, 0.9997761775675152, 0.9998723354712901, 0.9999471478554793, 0.9999566588914841, 0.9999248211445526, 0.9999029906268956, 0.9998899001684713, 0.9999164480222036, 0.9998878868597305, 0.9998117918589681, 0.9997901223756894, 0.9998117741152184, 0.9998435922222939, 0.9998780263105835, 0.9998770776933952, 0.9998425330988594, 0.9998694900721601, 0.9999056463099324, 0.9999761770464792, 1.0, 0.9999806432320951, 0.9999195526930824, 0.9998649150963783, 0.9998771150089227, 0.9999519168728787, 0.9999845529852901, 0.9999654679376131, 0.9999296931793654, 0.9998671948595573, 0.9998864966843539, 0.9999467754732344, 0.999938329609139, 0.9999092792258618, 0.9999021608729157, 0.9999238374798324, 0.9999337857905966, 0.9999435645902733, 0.9999537057262794, 0.9999792381378241, 0.9999857616954433, 0.9999483849323376, 0.9998777227324955]","[23.33329200744629, 23.33329200744629, 16.636131286621094, 13.8109130859375, 13.602499008178711, 11.474306106567383, 10.655900001525879, 8.848381996154785, 7.011685371398926, 6.050058364868164, 5.7668609619140625, 4.964106559753418, 4.25022554397583, 3.889704465866089, 4.167840003967285, 4.223626136779785, 4.025249481201172, 4.094033718109131, 4.383542537689209, 4.436397552490234, 3.9653427600860596, 4.085485935211182, 4.5782790184021, 3.973104238510132, 4.020103454589844, 4.006545066833496, 4.1743340492248535, 3.821652412414551, 3.710883140563965, 3.688659906387329, 3.9892499446868896, 3.470738649368286, 3.3899483680725098, 3.4443774223327637, 3.392778158187866, 3.0637781620025635, 3.07059907913208, 3.2206833362579346, 2.9437484741210938, 3.142241954803467, 2.9822194576263428, 2.766650438308716, 2.6904759407043457, 2.834651470184326, 2.9285101890563965, 2.8729755878448486, 2.8553640842437744, 2.938650131225586, 2.730560064315796, 2.8269410133361816, 2.996889591217041, 2.9533638954162598, 3.0422298908233643, 3.0487523078918457, 2.8625071048736572, 2.744326591491699, 2.69417142868042, 2.7904770374298096, 2.678699254989624, 2.7576494216918945, 2.89387583732605, 2.7834715843200684, 2.514066696166992, 2.6200344562530518, 2.766833543777466, 2.791980028152466, 2.768799066543579, 2.956299066543579, 2.7908427715301514, 2.8863821029663086, 2.9005537033081055, 2.9557712078094482, 2.5740485191345215, 2.772235870361328, 2.7016067504882812, 2.643993377685547, 2.7302870750427246, 2.8599395751953125, 2.8677196502685547, 2.6790452003479004, 2.4552087783813477, 2.6797327995300293, 2.7151074409484863, 2.3882644176483154, 2.408417224884033, 2.49878191947937, 2.6705920696258545, 2.58799409866333, 2.5551693439483643, 2.5605974197387695, 2.3796377182006836, 2.54303240776062, 2.6541361808776855, 2.73168683052063, 2.7730071544647217, 2.5845489501953125, 2.527073621749878, 2.500152587890625, 2.578113079071045, 2.5152993202209473, 2.575730800628662, 2.4188616275787354, 2.396512031555176, 2.4234116077423096, 2.3777992725372314, 2.3505024909973145, 2.4566946029663086, 2.5535523891448975, 2.3653109073638916, 2.4379847049713135, 2.176755428314209, 2.3054027557373047, 2.1062400341033936, 2.04298734664917, 2.295356035232544, 2.270566940307617, 2.3969457149505615, 2.3177788257598877, 2.3318324089050293, 2.2053627967834473, 2.2395806312561035, 2.1726620197296143, 2.2215383052825928, 2.179023265838623, 2.3311755657196045, 2.1374588012695312, 2.1184160709381104, 2.21909761428833, 2.224200487136841, 2.1020655632019043, 1.963660717010498, 2.0136752128601074, 1.8683255910873413, 2.0640604496002197, 2.084934711456299, 1.9586493968963623, 1.9533816576004028, 2.047008514404297, 2.028726577758789, 2.0263030529022217, 2.1379313468933105, 2.126303195953369, 2.1960818767547607, 2.174377202987671, 2.2348101139068604, 2.1849989891052246, 2.1429576873779297, 2.3491294384002686, 2.3402774333953857, 2.5560524463653564, 2.4486513137817383, 2.394949436187744, 2.2356667518615723, 2.339205503463745, 2.412662982940674, 2.579608917236328, 2.4715993404388428, 2.5588769912719727, 2.5802805423736572, 2.6201210021972656, 2.7572994232177734, 2.772958278656006, 2.6757636070251465, 2.761678457260132, 2.650503158569336, 2.7407708168029785, 2.2774481773376465, 2.186295747756958, 2.1573963165283203, 2.3064403533935547, 2.0685930252075195, 1.9919836521148682, 1.88267982006073, 2.1431684494018555, 2.321549415588379, 2.259408950805664, 2.1645617485046387, 2.232764959335327, 1.9942091703414917, 2.071924924850464, 2.037407636642456, 2.0670740604400635, 1.942270278930664, 1.914410948753357, 1.806242823600769, 2.096771001815796, 1.9401073455810547, 2.0293571949005127, 1.9277660846710205, 1.9910081624984741, 2.02902889251709, 1.9165488481521606, 1.962756633758545, 1.9974769353866577, 2.0058295726776123, 2.111992359161377, 2.1846470832824707, 2.0228960514068604, 1.915480375289917, 1.8702949285507202, 1.7540546655654907]"
2,"[12.019110430336246, 22.051500841923456, 17.252018865064176, 12.291755821155341, 21.97204092588319, 15.15144569066443, 11.604198988437632, 20.71442552336944, 15.582987576396773, 16.586724104999348, 18.401377980723833, 20.617495175786715, 12.29053456136721, 16.060687751391562, 18.06347407008748, 12.322206194109453, 10.47394706671399, 15.579072711827862, 14.25867368933734, 14.620666277366979, 16.531462707543866, 16.061254990911895, 21.669168172249307, 23.085097508285347, 19.821381815500615, 19.628838202524154, 21.583264000292584, 16.82932280233467, 14.922153616153006, 17.51737517961984, 17.715220829607063, 13.781780955520418, 13.82683841105039, 21.19445031701126, 20.828024183749754, 20.359513202555366, 19.724743367493367, 20.098696661251296, 17.183541919160213, 13.982952430258429]","[9.604009365038134, 14.011233861046314, 8.01702725173023, 6.71687916224138, 6.3276866848425435, 11.836407036685658, 8.942043315035004, 8.269256264202387, 6.987701917830752, 10.527520050589857, 4.957962394887163, 5.633620418475471, 9.876522190888078, 11.171572951799313, 9.564924045950873, 9.753250330901665, 13.59544061035364, 7.803178078015226, 6.983825878751152, 7.31704071360779, 11.451758456978043, 8.745302946118018, 9.64856870520333, 9.997394100124326, 10.210131590932473, 13.846118979886551, 10.275079140829178, 17.082248449226896, 19.554485134386553, 12.459211573558088, 18.700909296672666, 13.467245516691118, 13.114654869683777, 20.863517572632396, 14.574381404734796, 16.9374993725659, 10.334142587719688, 14.232037961095024, 22.050753659524638, 24.04901812851028, 17.10785954029226, 21.035184656844645, 16.75543527667905, 13.364123650569468, 15.2595200483946, 13.88102511755202, 17.261281249286135, 16.90334343422725, 18.090115489916514, 14.77736229350569, 15.094248750864242, 12.52893018858101, 12.566780425902737, 12.00038370943549, 22.41029514338251, 12.139290767590404, 10.716197596451066, 17.539146490751087, 14.99572844750022, 8.949310125579801, 11.534264386027118, 14.932253675508376, 20.39847200803744, 12.712436070871144, 12.467737175716628, 8.789195539164412, 11.772245147342367, 12.86240740177363, 12.134242368490902, 10.31416051030875, 12.849820714310761, 16.54152027524507, 10.228033120612162, 9.829578834373988, 17.59974717133247, 13.383507984859895, 12.750961529804139, 10.74865314385114, 22.993428724651768, 21.9725185271508, 23.573024325134593, 20.157040665095092, 20.013806620887145, 13.446123117029554, 17.961375606305033, 21.822252534428667, 10.427918871724732, 13.750959020777909, 14.595930194190707, 16.943889858170177, 17.58850791174212, 18.93204411002447, 18.45757236614977, 15.244463674772254, 18.5029318449845, 15.902240450363118, 16.19846751295041, 19.607687845578162, 18.535539144452546, 19.018032087606255, 15.441177460799596, 14.701948081932116, 10.13959476777341, 17.453569422191347, 13.315859326940192, 16.399991319468732, 17.24927503478207, 14.59411884774941, 17.370034068444486, 12.878109930898583, 11.339684659060428, 10.04932615297306, 14.232740497306978, 14.192199636679318, 9.355927173629302, 10.150532794571347, 11.543395283753899, 12.371309324602043, 14.292020564665647, 12.692048165985932, 10.58475809954672, 8.28208284426418, 10.421108048110765, 9.205105472300565, 6.738348216968156, 4.794410267718904, 2.292502007007785, 2.4704094711299036]",,"[0.9960318803787231, 0.7630771398544312, 0.977126955986023, 0.6226510405540466, 0.599892795085907, 0.5418867468833923, 0.6714040040969849, 0.759349524974823, 0.5797877311706543, 0.5840438604354858, 0.5863978266716003, 0.5768704414367676, 0.701519787311554, 0.8106380701065063, 0.8134980201721191, 0.9081330895423889, 0.868259608745575, 1.1685969829559326, 1.1335078477859497, 1.0561188459396362, 1.0791373252868652, 1.0069599151611328, 1.105425477027893, 1.2116172313690186, 0.9373998045921326, 0.9868741631507874, 1.05023193359375, 0.8402890563011169, 1.0752207040786743, 1.0276386737823486, 1.2702670097351074, 1.3546243906021118, 1.4703634977340698, 1.6224945783615112, 1.7080940008163452, 1.64853835105896, 1.9918326139450073, 1.693205714225769, 1.6357030868530273, 1.8101463317871094, 2.157949924468994, 1.8996988534927368, 2.097429037094116, 2.1319267749786377, 2.29669451713562, 2.188828945159912, 2.3531930446624756, 2.390810489654541, 2.404613494873047, 2.3497984409332275, 2.3126425743103027, 2.106632947921753, 2.0924150943756104, 2.1266229152679443, 2.354302406311035, 2.5918211936950684, 2.759183883666992, 3.042843818664551, 2.7366490364074707, 2.7354846000671387, 2.6654675006866455, 2.48708438873291, 2.247370481491089, 1.8779624700546265, 1.828489899635315, 1.6749982833862305, 1.3965673446655273, 1.281381607055664, 1.2065558433532715, 1.1875550746917725, 1.1101679801940918, 1.1070599555969238, 1.0613778829574585, 0.9047971367835999, 0.9693908095359802, 0.885151207447052, 0.9826068878173828, 1.1407010555267334, 1.0336469411849976, 1.1972291469573975, 0.9924346208572388, 0.9935123324394226, 0.9577674269676208, 1.0535629987716675, 1.215173602104187, 1.4730113744735718, 1.4316014051437378, 1.5320481061935425, 1.6245347261428833, 1.3584634065628052, 1.2478842735290527, 1.2780934572219849, 1.291077971458435, 1.3664278984069824, 1.4558862447738647, 1.4250568151474, 1.367911458015442, 1.6062827110290527, 1.4222215414047241, 1.6163262128829956, 1.663224220275879]"
3,"[15.482981893098774, 15.30617520862018, 19.179795574719122, 15.309411046279338, 14.824855891596423, 15.875199845549588, 19.099707113939594, 12.98458072774394, 18.33453765047023, 16.5653314042045, 13.709580217435306, 13.90302377030655, 14.174341166477259, 18.19062294341837, 16.021500472913722, 13.961861727232286, 19.336760526900886, 13.519012420785408, 12.884790619223027, 17.001968482149195, 18.494659371102994, 18.341111338862206, 18.407562584052652, 10.530541772812226, 15.24851576443429, 15.927896068217148, 10.985953294457222, 18.299445937217854, 16.922331839801394, 17.5216635835911, 26.462114941666584, 16.88416194405256, 19.872198016162546, 17.30554181859177, 14.311956767847008, 15.710018978460242, 13.601993357676834, 14.42323602246689, 17.279157747916102, 23.134064363147385]","[10.875351910046033, 7.847505502540322, 10.65314598832004, 7.920493026680477, 9.017262205655861, 10.146431981322468, 8.753387012312144, 8.697911014278752, 10.186494812239424, 13.407764527378628, 8.046158437378843, 12.299646514171156, 11.41986825671632, 11.342945675634326, 12.344509978671, 14.171874734347249, 9.965081355593084, 12.0215610985429, 13.845771104491147, 12.551171225848028, 12.43865356350991, 12.595938100113813, 15.864082095363353, 16.086073208409505, 15.726243048146312, 17.00685375098323, 16.355345651328015, 13.83578252606188, 12.01994115126019, 19.058963998975564, 15.175229163674318, 18.43980527397392, 16.404469290653424, 17.10920904143785, 19.541175178455287, 18.298643810249597, 16.790392394742625, 15.097311223668065, 21.041674616385247, 17.401004977096225, 23.323030273557052, 23.056314732848282, 17.64029314998944, 20.567990872844934, 27.726887516359206, 16.0854032292121, 13.927768753090731, 20.43961730873807, 24.646992778251786, 23.07904252887844, 15.901772144372053, 17.738094895822872, 17.01641679506549, 18.36293309059668, 20.359260239481262, 22.187200372732157, 18.65506350409136, 22.94271657736781, 11.32226096941413, 14.604431925563942, 16.085874448521775, 16.65780294613024, 22.227809091669542, 23.061785102827375, 13.972271263592802, 17.991654120923343, 22.150664902518546, 19.70481051494122, 13.024524321073462, 18.472899265092423, 24.353664803969636, 15.816969901156527, 11.558323031157036, 20.0476268101114, 15.712462330016969, 14.428782467294853, 18.7106552799521, 16.004797926833195, 17.357310811645032, 19.693359712444153, 24.13573571123688, 17.509840005512967, 16.369143058971762, 18.37526693883843, 25.859794895627616, 15.265542220224232, 19.036539838198543, 21.10064576500425, 20.91203082186628, 14.11798950900272, 21.966077483456445, 22.423402276017843, 21.859169465285746, 19.13463845463672, 17.085243112238786, 25.46242256652174, 21.633450983676987, 15.665111029395952, 16.23311900381222, 18.669706663484682, 15.645586098401731, 15.009920134666693, 16.73915974017754, 18.995319638107482, 22.71864324562292, 16.41061661276586, 18.827346800444165, 16.22392818829448, 16.656433307964203, 13.529795929075776, 11.103883060770762, 7.539669011080472, 15.910047469778352, 13.282503147203983, 11.406644492776834, 12.129986893369733, 17.81111676354093, 16.635902454263398, 21.58882356115524, 9.810703071468355, 16.060520066922162, 12.470934967048128, 12.29971811807832, 9.62873288804214, 9.860871692411694, 5.401243908330546, 2.8813224319664443, 3.1352019120142347]","[0.999712303277309, 0.9998347928217433, 0.9999365147006163, 0.9997884400371588, 1.0, 0.9998744583267972, 0.9997440648511703, 0.9997931201883298, 0.9999297680376031, 0.9998107472530777, 0.9998455006271607, 0.9998205867894543, 0.9997825671604629, 0.9999202843807018, 0.9998399639880883, 0.9998479881905777, 0.9997243051055396, 0.9998749862595881, 0.9998492043185041, 0.99971977254994, 0.9997641222128557, 0.9998287687208093, 0.9996774729622767, 0.9998277062797541, 0.9999108414502605, 0.9998344260132719, 0.9999099601547377, 0.9997732710671187, 0.9998783228642919, 0.9997921115391742, 0.9998469612039715, 0.999714848329842, 0.9999024254536696, 0.9998080937088568, 0.9997869848306745, 0.9998284051124651, 0.9999605706489251, 0.9998147799368787, 0.9998297283057201, 0.9999251172448876, 0.9998341837217696, 0.9998352275682428, 0.9999768435790463, 0.9997471077340677, 0.9999250936699209, 0.9999829929504216, 0.999889951342089, 0.9998910743034144, 0.9997571887314491, 0.9997390230093945]","[1.2485021352767944, 1.448833703994751, 1.2386178970336914, 1.090618371963501, 1.272668480873108, 1.09494149684906, 0.9329981803894043, 1.0505423545837402, 0.8891106843948364, 1.051636815071106, 0.9240713715553284, 0.9810238480567932, 0.9837925434112549, 1.2323880195617676, 1.0830920934677124, 1.3776309490203857, 1.0658808946609497, 1.2678120136260986, 1.5332382917404175, 1.5617324113845825, 2.057053804397583, 1.7141839265823364, 1.7405730485916138, 1.593774437904358, 1.6073564291000366, 1.252921223640442, 1.7182470560073853, 1.3051607608795166, 1.6316674947738647, 1.5272438526153564, 1.4152847528457642, 1.0759854316711426, 1.3718024492263794, 0.8830545544624329, 1.296549677848816, 1.0451349020004272, 1.2315516471862793, 1.1114460229873657, 1.2680585384368896, 1.4504212141036987, 1.2672765254974365, 1.0215513706207275, 0.8656092882156372, 0.9486798048019409, 1.1226896047592163, 1.1203043460845947, 1.1125701665878296, 0.9562878608703613, 1.0875186920166016, 1.2050672769546509, 1.4639132022857666, 1.4758305549621582, 1.2702103853225708, 1.242051124572754, 1.1224737167358398, 1.3881335258483887, 1.2100796699523926, 1.0891649723052979, 1.1514561176300049, 0.9774677753448486, 1.0689853429794312, 1.1037529706954956, 1.5485206842422485, 1.7032771110534668, 1.5977445840835571, 1.15239679813385, 0.9434923529624939, 1.3679728507995605, 1.3890175819396973, 1.6264928579330444, 1.595940351486206, 1.3930137157440186, 1.2341744899749756, 1.4255210161209106, 1.2198078632354736, 1.0661544799804688, 1.1538894176483154, 0.9798716306686401, 1.0105787515640259, 1.0151900053024292, 0.7162001132965088, 0.7890275716781616, 0.6818252205848694, 0.746254563331604, 0.9505621790885925, 1.1891448497772217, 0.9211968183517456, 1.027816891670227, 1.167297601699829, 0.847366452217102, 0.9040971994400024, 1.0659008026123047, 1.1939594745635986, 1.0591851472854614, 0.8384822607040405, 1.0568668842315674, 1.101204514503479, 0.8835054039955139, 0.8194053173065186, 0.8576997518539429, 0.7384946346282959]"
